sjoid,lake,file,expectedKey
638054-139052,"Lersjön",3-4293_Lersjön_638054-139052.tif,svar/zips/Lersj_n/638054-139052-kartor/web/tiles-3-4293_Lersjon_638054-139052.dzi
643221-130224,"Lersjön",3-1022_Lersjön_643221-130224.tif,svar/zips/Lersj_n/643221-130224-kartor/web/tiles-3-1022_Lersjon_643221-130224.dzi
638609-142687,"Lannafallssjön",3-3881_Lannafallssjön_638609-142687a.tif,svar/zips/Lannafallssj_n/638609-142687-kartor/web/tiles-3-3881_Lannafallssjon_638609-142687a.dzi
625911-138823,"Liasjön",3-3453_Liasjön_625911-138823.tif,svar/zips/Liasj_n/625911-138823-kartor/web/tiles-3-3453_Liasjon_625911-138823.dzi
622084-141784,"Levrasjön",3-5812a_Levrasjön_622084-141784.tif,svar/zips/Levrasj_n/622084-141784-kartor/web/tiles-3-5812a_Levrasjon_622084-141784.dzi
639898-128091,"Landvettersjön",3-1102_Landvettersjön_639898-128091.tif,svar/zips/Landvettersj_n/639898-128091-kartor/web/tiles-3-1102_Landvettersjon_639898-128091.dzi
655087-129475,"Lelång",3-1137_Lelång_655087-129475.tif,svar/zips/Lel_ng/655087-129475-kartor/web/tiles-3-1137_Lelang_655087-129475.dzi
650886-126836,"Lersjön",3-2566_Lersjön_650886-126836.tif,svar/zips/Lersj_n/650886-126836-kartor/web/tiles-3-2566_Lersjon_650886-126836.dzi
638609-142687,"Lannafallssjön",3-3881_Lannafallssjön_638609-142687b.tif,svar/zips/Lannafallssj_n/638609-142687-kartor/web/tiles-3-3881_Lannafallssjon_638609-142687b.dzi
653531-158389,"Likstammen",0-0055_Likstammen_653531-158389.tif,svar/zips/Likstammen/653531-158389-kartor/web/tiles-0-0055_Likstammen_653531-158389.dzi
626627-147757,"Lidasjön",5-0453_Lidasjön_626627-147757.tif,svar/zips/Lidasj_n/626627-147757-kartor/web/tiles-5-0453_Lidasjon_626627-147757.dzi
653193-156015,"Lidsjön",1-0126_Lidsjön_653193-156015.tif,svar/zips/Lidsj_n/653193-156015-kartor/web/tiles-1-0126_Lidsjon_653193-156015.dzi
641378-130068,"Lill-Bottnasjön",1-0140_Lill-Bottnasjön_641378-130068.tif,svar/zips/Lill-Bottnasj_n/641378-130068-kartor/web/tiles-1-0140_Lill-Bottnasjon_641378-130068.dzi
655087-129475,"Lelång",3-1138_Lelång_655087-129475.tif,svar/zips/Lel_ng/655087-129475-kartor/web/tiles-3-1138_Lelang_655087-129475.dzi
653257-130200,"Lill-Erve",3-4799_Lill-Erve_653257-130200.tif,svar/zips/Lill-Erve/653257-130200-kartor/web/tiles-3-4799_Lill-Erve_653257-130200.dzi
637477-144329,"Lill-Nömmen",1-0210_Lillnömmen_637477-144329.tif,svar/zips/Lill-N_mmen/637477-144329-kartor/web/tiles-1-0210_Lillnommen_637477-144329.dzi
653531-158389,"Likstammen",2-0124_Likstammen_653531-158389.tif,svar/zips/Likstammen/653531-158389-kartor/web/tiles-2-0124_Likstammen_653531-158389.dzi
626627-147757,"Lidasjön",5-0463_Lidasjön_626627-147757.tif,svar/zips/Lidasj_n/626627-147757-kartor/web/tiles-5-0463_Lidasjon_626627-147757.dzi
631549-140910,"Lillasjö",3-3415_Lillasjö_631549-140910.tif,svar/zips/Lillasj_/631549-140910-kartor/web/tiles-3-3415_Lillasjo_631549-140910.dzi
640336-135455,"Lillasjö",3-4752_Lillasjö_640336-135455.tif,svar/zips/Lillasj_/640336-135455-kartor/web/tiles-3-4752_Lillasjo_640336-135455.dzi
641378-130068,"Lill-Bottnasjön",2-0230_Lill-Bottnasjön_641378-130068.tif,svar/zips/Lill-Bottnasj_n/641378-130068-kartor/web/tiles-2-0230_Lill-Bottnasjon_641378-130068.dzi
641058-135180,"Lillasjö",3-4753_Lillasjö_641058-135180.tif,svar/zips/Lillasj_/641058-135180-kartor/web/tiles-3-4753_Lillasjo_641058-135180.dzi
630765-137621,"Lillasjö",3-4705_Lillasjö_630765-137621.tif,svar/zips/Lillasj_/630765-137621-kartor/web/tiles-3-4705_Lillasjo_630765-137621.dzi
634837-143033,"Lillasjön",3-5545_Lillasjön_634837-143033.tif,svar/zips/Lillasj_n/634837-143033-kartor/web/tiles-3-5545_Lillasjon_634837-143033.dzi
638942-132993,"Lillasjön",3-5865_Lillasjön_638942-132993.tif,svar/zips/Lillasj_n/638942-132993-kartor/web/tiles-3-5865_Lillasjon_638942-132993.dzi
636289-139081,"Lillasjön",3-5420_Lillasjön_636289-139081.tif,svar/zips/Lillasj_n/636289-139081-kartor/web/tiles-3-5420_Lillasjon_636289-139081.dzi
624677-146376,"Lilla Agnsjön",3-3168_Lilla Angsjön_624677-146376.tif,svar/zips/Lilla_Agnsj_n/624677-146376-kartor/web/tiles-3-3168_Lilla_Angsjon_624677-146376.dzi
633975-134110,"Lilla Askaken",3-2074_Lilla Askaken_633975-134110.tif,svar/zips/Lilla_Askaken/633975-134110-kartor/web/tiles-3-2074_Lilla_Askaken_633975-134110.dzi
641378-130068,"Lill-Bottnasjön",3-1067_Lill-Bottnasjön_641378-130068.tif,svar/zips/Lill-Bottnasj_n/641378-130068-kartor/web/tiles-3-1067_Lill-Bottnasjon_641378-130068.dzi
633231-131151,"Lilla Agnsjön",3-5177_Lilla Angsjön_633231-131151a.jpg,svar/zips/Lilla_Agnsj_n/633231-131151-kartor/web/tiles-3-5177_Lilla_Angsjon_633231-131151a.dzi
640193-127664,"Lilla Delsjön",0-0069_Lilla Delsjön_640193-127664.tif,svar/zips/Lilla_Delsj_n/640193-127664-kartor/web/tiles-0-0069_Lilla_Delsjon_640193-127664.dzi
644060-127623,"Lilla Bjurevatten",3-4231_Lilla Bjurevatten_644060-127623.tif,svar/zips/Lilla_Bjurevatten/644060-127623-kartor/web/tiles-3-4231_Lilla_Bjurevatten_644060-127623.dzi
642092-135083,"Lilla Björken",3-4874_Lilla Björken_642092-135083.tif,svar/zips/Lilla_Bj_rken/642092-135083-kartor/web/tiles-3-4874_Lilla_Bjorken_642092-135083.dzi
636643-150931,"Lilla Fjärsjön",3-3755_Lilla Fjärsjön_636643-150931a.tif,svar/zips/Lilla_Fj_rsj_n/636643-150931-kartor/web/tiles-3-3755_Lilla_Fjarsjon_636643-150931a.dzi
625496-142189,"Lilla Fallsjön",3-2642_Lilla Fallsjön_625496-142189.tif,svar/zips/Lilla_Fallsj_n/625496-142189-kartor/web/tiles-3-2642_Lilla_Fallsjon_625496-142189.dzi
622084-141784,"Levrasjön",3-5812b_Levrasjön_622084-141784.tif,svar/zips/Levrasj_n/622084-141784-kartor/web/tiles-3-5812b_Levrasjon_622084-141784.dzi
633231-131151,"Lilla Agnsjön",3-5177_Lilla Angsjön_633231-131151a.tif,svar/zips/Lilla_Agnsj_n/633231-131151-kartor/web/tiles-3-5177_Lilla_Angsjon_633231-131151a.dzi
642365-130673,"Lilla Färgen",3-1589_Lilla Färgen_642365-130673.tif,svar/zips/Lilla_F_rgen/642365-130673-kartor/web/tiles-3-1589_Lilla_Fargen_642365-130673.dzi
630809-134566,"Lilla Frillen",2-0665_Lilla Frillen_630809-134566.tif,svar/zips/Lilla_Frillen/630809-134566-kartor/web/tiles-2-0665_Lilla_Frillen_630809-134566.dzi
635035-148039,"Lilla Granesjön",3-2272a_Lilla Granesjön_635035-148039.tif,svar/zips/Lilla_Granesj_n/635035-148039-kartor/web/tiles-3-2272a_Lilla_Granesjon_635035-148039.dzi
640193-127664,"Lilla Delsjön",3-0973_Lilla Delsjön_640193-127664.tif,svar/zips/Lilla_Delsj_n/640193-127664-kartor/web/tiles-3-0973_Lilla_Delsjon_640193-127664.dzi
633559-133703,"Lilla Garsjön",3-5126_Lilla Garsjön_633559-133703a.tif,svar/zips/Lilla_Garsj_n/633559-133703-kartor/web/tiles-3-5126_Lilla_Garsjon_633559-133703a.dzi
633231-131151,"Lilla Agnsjön",3-5177_Lilla Angsjön_633231-131151b.tif,svar/zips/Lilla_Agnsj_n/633231-131151-kartor/web/tiles-3-5177_Lilla_Angsjon_633231-131151b.dzi
646458-127943,"Lilla Galten",3-4256_Lilla Galten_646458-127943.tif,svar/zips/Lilla_Galten/646458-127943-kartor/web/tiles-3-4256_Lilla_Galten_646458-127943.dzi
642365-130673,"Lilla Färgen",3-4847_Lilla Färgen_642365-130673.tif,svar/zips/Lilla_F_rgen/642365-130673-kartor/web/tiles-3-4847_Lilla_Fargen_642365-130673.dzi
636230-132523,"Lilla Hallången",3-4859_Lilla Hallången_636230-132523.tif,svar/zips/Lilla_Hall_ngen/636230-132523-kartor/web/tiles-3-4859_Lilla_Hallangen_636230-132523.dzi
633231-131151,"Lilla Agnsjön",3-5177_Lilla Angsjön_633231-131151c.tif,svar/zips/Lilla_Agnsj_n/633231-131151-kartor/web/tiles-3-5177_Lilla_Angsjon_633231-131151c.dzi
637257-149908,"Lilla Hammarsjö",3-2310_Lilla Hammarsjö_637257-149908.tif,svar/zips/Lilla_Hammarsj_/637257-149908-kartor/web/tiles-3-2310_Lilla_Hammarsjo_637257-149908.dzi
638471-152921,"Lilla Getgöl",3-3242_Lilla Getgöl_638471-152921.tif,svar/zips/Lilla_Getg_l/638471-152921-kartor/web/tiles-3-3242_Lilla_Getgol_638471-152921.dzi
640193-127664,"Lilla Delsjön",3-0974_Lilla Delsjön_640193-127664.tif,svar/zips/Lilla_Delsj_n/640193-127664-kartor/web/tiles-3-0974_Lilla_Delsjon_640193-127664.dzi
635035-148039,"Lilla Granesjön",3-2272b_Lilla Granesjön_635035-148039.tif,svar/zips/Lilla_Granesj_n/635035-148039-kartor/web/tiles-3-2272b_Lilla_Granesjon_635035-148039.dzi
633559-133703,"Lilla Garsjön",3-5126_Lilla Garsjön_633559-133703b.tif,svar/zips/Lilla_Garsj_n/633559-133703-kartor/web/tiles-3-5126_Lilla_Garsjon_633559-133703b.dzi
636230-132523,"Lilla Hallången",3-6564_Lilla Hallången_636230-132523.jpg,svar/zips/Lilla_Hall_ngen/636230-132523-kartor/web/tiles-3-6564_Lilla_Hallangen_636230-132523.dzi
655779-143111,"Lilla Hemsjön",2-0502_Lilla Hemsjön_655779-143111a.tif,svar/zips/Lilla_Hemsj_n/655779-143111-kartor/web/tiles-2-0502_Lilla_Hemsjon_655779-143111a.dzi
633231-131151,"Lilla Agnsjön",3-5177_Lilla Angsjön_633231-131151d.tif,svar/zips/Lilla_Agnsj_n/633231-131151-kartor/web/tiles-3-5177_Lilla_Angsjon_633231-131151d.dzi
623966-149519,"Lilla Havsjön",2-0659_Lilla Havsjön_623966-149519.tif,svar/zips/Lilla_Havsj_n/623966-149519-kartor/web/tiles-2-0659_Lilla_Havsjon_623966-149519.dzi
640193-127664,"Lilla Delsjön",3-0977_Lilla Delsjön_640193-127664.tif,svar/zips/Lilla_Delsj_n/640193-127664-kartor/web/tiles-3-0977_Lilla_Delsjon_640193-127664.dzi
638964-128093,"Lilla Hassungaredssjön",3-0912_Lilla Hassungaredssjön_638964-128093.tif,svar/zips/Lilla_Hassungaredssj_n/638964-128093-kartor/web/tiles-3-0912_Lilla_Hassungaredssjon_638964-128093.dzi
626121-145592,"Lilla Hensjön",3-0785_Lilla Hensjön_626121-145592.tif,svar/zips/Lilla_Hensj_n/626121-145592-kartor/web/tiles-3-0785_Lilla_Hensjon_626121-145592.dzi
651866-126392,"Lilla Holmevatten",3-1736_Lilla Holmevatten_651866-126392.tif,svar/zips/Lilla_Holmevatten/651866-126392-kartor/web/tiles-3-1736_Lilla_Holmevatten_651866-126392.dzi
646122-127615,"Lilla Holmevattnet",3-1525_Lilla Holmevattnet_646122-127615.tif,svar/zips/Lilla_Holmevattnet/646122-127615-kartor/web/tiles-3-1525_Lilla_Holmevattnet_646122-127615.dzi
640127-127961,"Lilla Hålsjön",3-0982_Lilla Hålsjön_640127-127961.tif,svar/zips/Lilla_H_lsj_n/640127-127961-kartor/web/tiles-3-0982_Lilla_Halsjon_640127-127961.dzi
636230-132523,"Lilla Hallången",3-6564_Lilla Hallången_636230-132523.tif,svar/zips/Lilla_Hall_ngen/636230-132523-kartor/web/tiles-3-6564_Lilla_Hallangen_636230-132523.dzi
640768-129380,"Lilla Härsjön",3-0950_Lilla Härsjön_640768-129380.tif,svar/zips/Lilla_H_rsj_n/640768-129380-kartor/web/tiles-3-0950_Lilla_Harsjon_640768-129380.dzi
638670-130897,"Lilla Hålsjön",3-0882_Lilla Hålsjön_638670-130897.tif,svar/zips/Lilla_H_lsj_n/638670-130897-kartor/web/tiles-3-0882_Lilla_Halsjon_638670-130897.dzi
636684-151234,"Lilla Järnsjön",5-0422_Lilla Järnsjön_636684-151234.tif,svar/zips/Lilla_J_rnsj_n/636684-151234-kartor/web/tiles-5-0422_Lilla_Jarnsjon_636684-151234.dzi
626662-144636,"Lilla Kroksjön",2-0153_Lilla Kroksjön_626662-144636.tif,svar/zips/Lilla_Kroksj_n/626662-144636-kartor/web/tiles-2-0153_Lilla_Kroksjon_626662-144636.dzi
636230-132523,"Lilla Hallången",5-1009_Lilla Hallången_636230-132523.pdf,svar/zips/Lilla_Hall_ngen/636230-132523-kartor/web/tiles-5-1009_Lilla_Hallangen_636230-132523.dzi
646122-127615,"Lilla Holmevattnet",3-3472_Lilla Holmevattnet_646122-127615.tif,svar/zips/Lilla_Holmevattnet/646122-127615-kartor/web/tiles-3-3472_Lilla_Holmevattnet_646122-127615.dzi
637393-135423,"Lilla Kroksjön",3-6556_Lilla Kroksjön_637393-135423.jpg,svar/zips/Lilla_Kroksj_n/637393-135423-kartor/web/tiles-3-6556_Lilla_Kroksjon_637393-135423.dzi
638670-130897,"Lilla Hålsjön",3-4531_Lilla Hålsjön_638670-130897.tif,svar/zips/Lilla_H_lsj_n/638670-130897-kartor/web/tiles-3-4531_Lilla_Halsjon_638670-130897.dzi
623646-144111,"Lilla Kroksjön",3-5984_Lilla Kroksjön_623646-144111.tif,svar/zips/Lilla_Kroksj_n/623646-144111-kartor/web/tiles-3-5984_Lilla_Kroksjon_623646-144111.dzi
641700-128046,"Lilla Kroksjön",3-1634_Lilla Kroksjön_641700-128046.tif,svar/zips/Lilla_Kroksj_n/641700-128046-kartor/web/tiles-3-1634_Lilla_Kroksjon_641700-128046.dzi
643392-130679,"Lilla Krökingen",3-1017_Lilla Krökingen_643392-130679.tif,svar/zips/Lilla_Kr_kingen/643392-130679-kartor/web/tiles-3-1017_Lilla_Krokingen_643392-130679.dzi
640768-129380,"Lilla Härsjön",3-0951_Lilla Härsjön_640768-129380.tif,svar/zips/Lilla_H_rsj_n/640768-129380-kartor/web/tiles-3-0951_Lilla_Harsjon_640768-129380.dzi
655823-158333,"Lilla Kvarnsjön",3-3271_Lilla Kvarnsjön_655823-158333.tif,svar/zips/Lilla_Kvarnsj_n/655823-158333-kartor/web/tiles-3-3271_Lilla_Kvarnsjon_655823-158333.dzi
637393-135423,"Lilla Kroksjön",3-6556_Lilla Kroksjön_637393-135423.tif,svar/zips/Lilla_Kroksj_n/637393-135423-kartor/web/tiles-3-6556_Lilla_Kroksjon_637393-135423.dzi
634026-151972,"Lilla Kyllen",3-3769_Lilla Kyllen_634026-151972a.tif,svar/zips/Lilla_Kyllen/634026-151972-kartor/web/tiles-3-3769_Lilla_Kyllen_634026-151972a.dzi
647748-127840,"Lilla Köperödssjön",3-3538_Lilla Köperödssjön_647748-127840.tif,svar/zips/Lilla_K_per_dssj_n/647748-127840-kartor/web/tiles-3-3538_Lilla_Koperodssjon_647748-127840.dzi
637207-153685,"Lilla Kåren",0-0117_Lilla Kåren_637207-153685.tif,svar/zips/Lilla_K_ren/637207-153685-kartor/web/tiles-0-0117_Lilla_Karen_637207-153685.dzi
642226-128989,"Lilla Lövsjön",3-0989_Lilla Lövsjön_642226-128989a.tif,svar/zips/Lilla_L_vsj_n/642226-128989-kartor/web/tiles-3-0989_Lilla_Lovsjon_642226-128989a.dzi
642045-130054,"Lilla Lången",2-0199_Lilla Lången_642045-130054.tif,svar/zips/Lilla_L_ngen/642045-130054-kartor/web/tiles-2-0199_Lilla_Langen_642045-130054.dzi
634026-151972,"Lilla Kyllen",3-3769_Lilla Kyllen_634026-151972b.tif,svar/zips/Lilla_Kyllen/634026-151972-kartor/web/tiles-3-3769_Lilla_Kyllen_634026-151972b.dzi
634341-130271,"Lilla Neten",3-2237_Lilla Neten_634341-130271.tif,svar/zips/Lilla_Neten/634341-130271-kartor/web/tiles-3-2237_Lilla_Neten_634341-130271.dzi
651766-148246,"Lilla Nälern",3-2893_Lilla Nälern_651766-148246.tif,svar/zips/Lilla_N_lern/651766-148246-kartor/web/tiles-3-2893_Lilla_Nalern_651766-148246.dzi
640613-142734,"Lilla Nätaren",2-0965_Lilla Nätaren_640613-142734.jpg,svar/zips/Lilla_N_taren/640613-142734-kartor/web/tiles-2-0965_Lilla_Nataren_640613-142734.dzi
633368-131316,"Lilla Maresjö",3-5205_Lilla Maresjö_633368-131316a.tif,svar/zips/Lilla_Maresj_/633368-131316-kartor/web/tiles-3-5205_Lilla_Maresjo_633368-131316a.dzi
653868-127677,"Lilla Le",3-1557_Lilla Le_653868-127677.tif,svar/zips/Lilla_Le/653868-127677-kartor/web/tiles-3-1557_Lilla_Le_653868-127677.dzi
637667-153997,"Lilla Ramm",0-0118_Lilla Ramm_637667-153997.tif,svar/zips/Lilla_Ramm/637667-153997-kartor/web/tiles-0-0118_Lilla_Ramm_637667-153997.dzi
642226-128989,"Lilla Lövsjön",3-0989_Lilla Lövsjön_642226-128989b.tif,svar/zips/Lilla_L_vsj_n/642226-128989-kartor/web/tiles-3-0989_Lilla_Lovsjon_642226-128989b.dzi
624700-136409,"Lilla Sjö",2-1001_Lilla sjö_624700-136409.jpg,svar/zips/Lilla_Sj_/624700-136409-kartor/web/tiles-2-1001_Lilla_sjo_624700-136409.dzi
632937-151463,"Lilla Sinnern",3-2370_Lilla Sinnern_632937-151463b.tif,svar/zips/Lilla_Sinnern/632937-151463-kartor/web/tiles-3-2370_Lilla_Sinnern_632937-151463b.dzi
646175-127377,"Lilla Skarsjön",3-3466_Lilla Skarsjön_646175-127377.tif,svar/zips/Lilla_Skarsj_n/646175-127377-kartor/web/tiles-3-3466_Lilla_Skarsjon_646175-127377.dzi
633368-131316,"Lilla Maresjö",3-5205_Lilla Maresjö_633368-131316b.tif,svar/zips/Lilla_Maresj_/633368-131316-kartor/web/tiles-3-5205_Lilla_Maresjo_633368-131316b.dzi
640613-142734,"Lilla Nätaren",2-0965_Lilla Nätaren_640613-142734.tif,svar/zips/Lilla_N_taren/640613-142734-kartor/web/tiles-2-0965_Lilla_Nataren_640613-142734.dzi
642226-128989,"Lilla Lövsjön",3-0995_Lilla Lövsjön_642226-128989.tif,svar/zips/Lilla_L_vsj_n/642226-128989-kartor/web/tiles-3-0995_Lilla_Lovsjon_642226-128989.dzi
653868-127677,"Lilla Le",3-1729_Lilla Le_653868-127677.tif,svar/zips/Lilla_Le/653868-127677-kartor/web/tiles-3-1729_Lilla_Le_653868-127677.dzi
651465-149747,"Lilla Skiren",3-2772_Lilla Skiren_651465-149747.tif,svar/zips/Lilla_Skiren/651465-149747-kartor/web/tiles-3-2772_Lilla_Skiren_651465-149747.dzi
624700-136409,"Lilla Sjö",2-1001_Lilla sjö_624700-136409.tif,svar/zips/Lilla_Sj_/624700-136409-kartor/web/tiles-2-1001_Lilla_sjo_624700-136409.dzi
655856-161949,"Lilla Skogssjön",3-6612_Lilla Skogssjön_655856-161949.jpg,svar/zips/Lilla_Skogssj_n/655856-161949-kartor/web/tiles-3-6612_Lilla_Skogssjon_655856-161949.dzi
634676-146687,"Lilla Skiregölen",3-3575_Lilla Skiregölen_634676-146687.tif,svar/zips/Lilla_Skireg_len/634676-146687-kartor/web/tiles-3-3575_Lilla_Skiregolen_634676-146687.dzi
633368-131316,"Lilla Maresjö",3-5205_Lilla Maresjö_633368-131316c.tif,svar/zips/Lilla_Maresj_/633368-131316-kartor/web/tiles-3-5205_Lilla_Maresjo_633368-131316c.dzi
624674-145684,"Lilla Skörjesjön",3-3165_Lilla Skörjesjön_624674-145684.tif,svar/zips/Lilla_Sk_rjesj_n/624674-145684-kartor/web/tiles-3-3165_Lilla_Skorjesjon_624674-145684.dzi
632636-134619,"Lilla Skärshultasjön",2-1034_Lilla Skärshultasjön_632636-134619.jpg,svar/zips/Lilla_Sk_rshultasj_n/632636-134619-kartor/web/tiles-2-1034_Lilla_Skarshultasjon_632636-134619.dzi
634262-131829,"Lilla Skärsjön",3-5179_Lilla Skärsjön_634262-131829a.jpg,svar/zips/Lilla_Sk_rsj_n/634262-131829-kartor/web/tiles-3-5179_Lilla_Skarsjon_634262-131829a.dzi
640760-128954,"Lilla Stamsjön",3-1042_Lilla Stamsjön_640760-128954.tif,svar/zips/Lilla_Stamsj_n/640760-128954-kartor/web/tiles-3-1042_Lilla_Stamsjon_640760-128954.dzi
655856-161949,"Lilla Skogssjön",3-6612_Lilla Skogssjön_655856-161949.pdf,svar/zips/Lilla_Skogssj_n/655856-161949-kartor/web/tiles-3-6612_Lilla_Skogssjon_655856-161949.dzi
641579-146722,"Lilla Sundsjön",3-2831_Lilla Sundsjön_641579-146722.tif,svar/zips/Lilla_Sundsj_n/641579-146722-kartor/web/tiles-3-2831_Lilla_Sundsjon_641579-146722.dzi
651465-149747,"Lilla Skiren",3-2898_Lilla Skiren_651465-149747.tif,svar/zips/Lilla_Skiren/651465-149747-kartor/web/tiles-3-2898_Lilla_Skiren_651465-149747.dzi
634262-131829,"Lilla Skärsjön",3-5179_Lilla Skärsjön_634262-131829a.tif,svar/zips/Lilla_Sk_rsj_n/634262-131829-kartor/web/tiles-3-5179_Lilla_Skarsjon_634262-131829a.dzi
640760-128954,"Lilla Stamsjön",3-1043_Lilla Stamsjön_640760-128954.tif,svar/zips/Lilla_Stamsj_n/640760-128954-kartor/web/tiles-3-1043_Lilla_Stamsjon_640760-128954.dzi
633368-131316,"Lilla Maresjö",3-5205_Lilla Maresjö_633368-131316d.tif,svar/zips/Lilla_Maresj_/633368-131316-kartor/web/tiles-3-5205_Lilla_Maresjo_633368-131316d.dzi
655856-161949,"Lilla Skogssjön",3-6612_Lilla Skogssjön_655856-161949.tif,svar/zips/Lilla_Skogssj_n/655856-161949-kartor/web/tiles-3-6612_Lilla_Skogssjon_655856-161949.dzi
632636-134619,"Lilla Skärshultasjön",2-1034_Lilla Skärshultasjön_632636-134619.tif,svar/zips/Lilla_Sk_rshultasj_n/632636-134619-kartor/web/tiles-2-1034_Lilla_Skarshultasjon_632636-134619.dzi
640553-129615,"Lilla Sturven",3-1100_Lilla Sturven_640553-129615.tif,svar/zips/Lilla_Sturven/640553-129615-kartor/web/tiles-3-1100_Lilla_Sturven_640553-129615.dzi
635921-130911,"Lilla Sävsjö",3-2836_Lilla Sävsjö_635921-130911.tif,svar/zips/Lilla_S_vsj_/635921-130911-kartor/web/tiles-3-2836_Lilla_Savsjo_635921-130911.dzi
642967-129392,"Lilla Tinnsjön",1-0295_Lilla Tinnsjön_642967-129392.tif,svar/zips/Lilla_Tinnsj_n/642967-129392-kartor/web/tiles-1-0295_Lilla_Tinnsjon_642967-129392.dzi
654136-158302,"Lilla Tomtsjön",3-4392_Lilla Tomtsjön_654136-158302.tif,svar/zips/Lilla_Tomtsj_n/654136-158302-kartor/web/tiles-3-4392_Lilla_Tomtsjon_654136-158302.dzi
624015-144159,"Lilla Torkelsjön",3-5913_Lilla Torkelsjön_624015-144159.tif,svar/zips/Lilla_Torkelsj_n/624015-144159-kartor/web/tiles-3-5913_Lilla_Torkelsjon_624015-144159.dzi
634262-131829,"Lilla Skärsjön",3-5179_Lilla Skärsjön_634262-131829b.tif,svar/zips/Lilla_Sk_rsj_n/634262-131829-kartor/web/tiles-3-5179_Lilla_Skarsjon_634262-131829b.dzi
632636-134619,"Lilla Skärshultasjön",3-4898_Lilla Skärhultasjön_632636-134619.tif,svar/zips/Lilla_Sk_rshultasj_n/632636-134619-kartor/web/tiles-3-4898_Lilla_Skarhultasjon_632636-134619.dzi
651114-142715,"Lilla Trehörningen",2-0218_Lilla Trehörningen_651114-142715.tif,svar/zips/Lilla_Treh_rningen/651114-142715-kartor/web/tiles-2-0218_Lilla_Trehorningen_651114-142715.dzi
637271-149555,"Lilla �&kebosjön",3-2273_Lilla Åkebosjön_637271-149555.tif,svar/zips/Lilla_kebosj_n/637271-149555-kartor/web/tiles-3-2273_Lilla_Akebosjon_637271-149555.dzi
629650-133423,"Lilla Ullasjön",3-5082_Lilla Ullasjön_629650-133423.tif,svar/zips/Lilla_Ullasj_n/629650-133423-kartor/web/tiles-3-5082_Lilla_Ullasjon_629650-133423.dzi
634102-149713,"Lilla �lgasjö",3-4680_Lilla Älgasjö_634102-149713a.tif,svar/zips/Lilla_lgasj_/634102-149713-kartor/web/tiles-3-4680_Lilla_Algasjo_634102-149713a.dzi
635443-129887,"Lilla Värsjö",3-3551_Lilla Värsjö_635443-129887.tif,svar/zips/Lilla_V_rsj_/635443-129887-kartor/web/tiles-3-3551_Lilla_Varsjo_635443-129887.dzi
634262-131829,"Lilla Skärsjön",3-5179_Lilla Skärsjön_634262-131829c.tif,svar/zips/Lilla_Sk_rsj_n/634262-131829-kartor/web/tiles-3-5179_Lilla_Skarsjon_634262-131829c.dzi
651013-153019,"Lilla �lgsjön",3-2992_Lilla Älgsjön_651013-153019.tif,svar/zips/Lilla_lgsj_n/651013-153019-kartor/web/tiles-3-2992_Lilla_Algsjon_651013-153019.dzi
651114-142715,"Lilla Trehörningen",2-0407_Lilla Trehörningen_651114-142715.tif,svar/zips/Lilla_Treh_rningen/651114-142715-kartor/web/tiles-2-0407_Lilla_Trehorningen_651114-142715.dzi
634102-149713,"Lilla �lgasjö",3-4680_Lilla Älgasjö_634102-149713b.tif,svar/zips/Lilla_lgasj_/634102-149713-kartor/web/tiles-3-4680_Lilla_Algasjo_634102-149713b.dzi
624459-145379,"Lilla �rsjön",3-2971_Lilla Örsjön_624459-145379.tif,svar/zips/Lilla_rsj_n/624459-145379-kartor/web/tiles-3-2971_Lilla_Orsjon_624459-145379.dzi
634262-131829,"Lilla Skärsjön",3-5179_Lilla Skärsjön_634262-131829d.tif,svar/zips/Lilla_Sk_rsj_n/634262-131829-kartor/web/tiles-3-5179_Lilla_Skarsjon_634262-131829d.dzi
635443-129887,"Lilla Värsjö",3-6603_Lilla Värsjö_635443-129887.jpg,svar/zips/Lilla_V_rsj_/635443-129887-kartor/web/tiles-3-6603_Lilla_Varsjo_635443-129887.dzi
638665-129243,"Lilla �resjön",3-1627_Lilla Öresjön_638665-129243.tif,svar/zips/Lilla_resj_n/638665-129243-kartor/web/tiles-3-1627_Lilla_Oresjon_638665-129243.dzi
653350-125834,"Lilla �retjärn",3-2002_Lilla Öretjärn_653350-125834.tif,svar/zips/Lilla_retj_rn/653350-125834-kartor/web/tiles-3-2002_Lilla_Oretjarn_653350-125834.dzi
643234-130614,"Lille-Trän",3-1029_Lille-Trän_643234-130614.tif,svar/zips/Lille-Tr_n/643234-130614-kartor/web/tiles-3-1029_Lille-Tran_643234-130614.dzi
651114-142715,"Lilla Trehörningen",2-0407_Lilla Trehörningen_651114-142715b.tif,svar/zips/Lilla_Treh_rningen/651114-142715-kartor/web/tiles-2-0407_Lilla_Trehorningen_651114-142715b.dzi
645787-128014,"Lille-Väktor",2-0959_Lille-Väktor_645787-128014.jpg,svar/zips/Lille-V_ktor/645787-128014-kartor/web/tiles-2-0959_Lille-Vaktor_645787-128014.dzi
632259-154418,"Lillefjärd",5-0435_Lillefjärd_632259-154418.tif,svar/zips/Lillefj_rd/632259-154418-kartor/web/tiles-5-0435_Lillefjard_632259-154418.dzi
